;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;T1001;Staleks pile Expert soft foam  30buc. 150 grit;Materiale de unica folosinta;135;Pilele Staleks Expert Soft Foam (30 buc.) sunt pile profesionale de unică folosință, concepute pentru șlefuirea și finisarea delicată a unghiei naturale sau artificiale. Baza din spumă moale oferă flexibilitate și confort în utilizare, asigurând un control precis și un rezultat uniform și fin.;Staleks
;T1002;Staleks pile Expert soft foam  30buc. 180 grit;Materiale de unica folosinta;135;Pilele Staleks Expert Soft Foam (30 buc.) sunt pile profesionale de unică folosință, concepute pentru șlefuirea și finisarea delicată a unghiei naturale sau artificiale. Baza din spumă moale oferă flexibilitate și confort în utilizare, asigurând un control precis și un rezultat uniform și fin.;Staleks
;T1636;Staleks foarfeca stangaci Expert 11\1;Instrumente;295;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1637;Staleks foarfeca stangaci Expert 11\3;Instrumente;295;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1638;Staleks foarfeca stangaci Expert 13\3;Instrumente;295;Foarfeca Staleks Expert este un instrument profesional de precizie, conceput pentru tăierea fină și controlată a cuticulelor și pielii din jurul unghiei. Fabricată din oțel inoxidabil de înaltă calitate, oferă o tăiere extrem de curată, ergonomie excelentă și durabilitate îndelungată, fiind ideală pentru utilizare profesională în salon.;Staleks
;T1819;Staleks servetele Expert 400buc.;Materiale de unica folosinta;70;Șervețelele Staleks Expert (400 buc.) sunt șervețele profesionale de unică folosință, concepute pentru utilizarea în manichiură și pedichiură. Au o textură rezistentă și absorbantă, ideale pentru degresarea unghiei, îndepărtarea reziduurilor și menținerea igienei în timpul procedurilor din salon.;Staleks
;T1820;Staleks servetele Smart 400buc.;Materiale de unica folosinta;50;Șervețelele Staleks Smart (400 buc.) sunt șervețele profesionale de unică folosință, utilizate în manichiură și pedichiură pentru curățarea și degresarea unghiilor. Au o structură rezistentă și fără scame, asigurând o igienă impecabilă și o utilizare eficientă în timpul procedurilor din salon.;Staleks
;T2017;Staleks solutie sterilizare Nano Steril 15 ml;Sterilizare&Dezinfectare;30;Soluția de sterilizare Staleks Nano Steril este un dezinfectant profesional conceput pentru curățarea și igienizarea eficientă a instrumentelor din metal și a accesoriilor utilizate în manichiură și pedichiură. Asigură o acțiune rapidă împotriva microorganismelor, contribuind la menținerea unui nivel înalt de siguranță și igienă în salon.;Staleks
;T2018;Staleks solutie sterilizare Nano Steril 1000ml;Sterilizare&Dezinfectare;360;Soluția de sterilizare Staleks Nano Steril este un dezinfectant profesional conceput pentru curățarea și igienizarea eficientă a instrumentelor din metal și a accesoriilor utilizate în manichiură și pedichiură. Asigură o acțiune rapidă împotriva microorganismelor, contribuind la menținerea unui nivel înalt de siguranță și igienă în salon.;Staleks
;3015;Staleks duza pentru Donuts PAPmam 150grit;Materiale de unica folosinta;145;Duza Staleks pentru pila Donuts PAPMAm este un accesoriu profesional pentru freza electrică, conceput pentru pilirea delicată și uniformă a unghiei. Asigură precizie, control și siguranță în utilizare, fiind ideală pentru finisarea cuticulei și a zonelor laterale în manichiura profesională.;Staleks
;3016;Staleks duza pentru Donuts PAPmam 180grit;Materiale de unica folosinta;145;Duza Staleks pentru pila Donuts PAPMAm este un accesoriu profesional pentru freza electrică, conceput pentru pilirea delicată și uniformă a unghiei. Asigură precizie, control și siguranță în utilizare, fiind ideală pentru finisarea cuticulei și a zonelor laterale în manichiura profesională.;Staleks
;T1003;Staleks PAPmam  just put on 50buc. 150 grit;Materiale de unica folosinta;140;Dischetele Staleks PAPMAm Just Put On (50 buc.) sunt consumabile profesionale de unică folosință, concepute pentru fixarea rapidă și sigură pe suportul metalic al pilei. Asigură o pilire precisă și igienică, fiind ușor de schimbat între cliente pentru o utilizare curată și eficientă în salon.;Staleks
;2324;Staleks PAPmam  just put on 50buc. 180 grit;Materiale de unica folosinta;140;Dischetele Staleks PAPMAm Just Put On (50 buc.) sunt consumabile profesionale de unică folosință, concepute pentru fixarea rapidă și sigură pe suportul metalic al pilei. Asigură o pilire precisă și igienică, fiind ușor de schimbat între cliente pentru o utilizare curată și eficientă în salon.;Staleks
;T1005;Staleks PAPmam  soft foam 25buc. 100 grit;Materiale de unica folosinta;130;Pilele Staleks PAPMAm Soft Foam (25 buc.) sunt rezerve profesionale de unică folosință, realizate pe bază de spumă moale pentru confort sporit și pilire delicată. Asigură o aderență perfectă pe suportul metalic și permit o finisare precisă și uniformă, fiind ideale pentru lucrul igienic și eficient în salon.;Staleks
;T1008;Staleks PAPmam Mix 100/180 50buc.;Materiale de unica folosinta;200;Pilele Staleks PAPMAm Mix 100/180 (50 buc.) sunt rezerve profesionale de unică folosință, concepute pentru pilirea și finisarea unghiilor naturale și artificiale. Granulația dublă 100/180 permite atât scurtarea și modelarea, cât și netezirea suprafeței, oferind un rezultat uniform, precis și igienic în utilizare.;Staleks
;T1009;Staleks Donut PAPmam 240grit;Materiale de unica folosinta;180;Staleks Donut PAPMAm este un suport profesional pentru pilele de unică folosință, conceput pentru utilizare cu rezervele PAPMAm în formă de „donut”. Asigură fixare sigură, stabilitate în timpul lucrului și igienă maximă în procedurile de manichiură și pedichiură.;Staleks
;3115;Staleks pensula №01;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3116;Staleks pensula №02;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3117;Staleks pensula №03;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3118;Staleks pensula №05;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3119;Staleks pensula №08;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3120;Staleks pensula №09;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3121;Staleks pensula №10;Accesuare pentru mesteri;120;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3122;Staleks pensula №Dubla;Accesuare pentru mesteri;140;Pensula Staleks pentru gel este un instrument profesional conceput pentru aplicarea și modelarea precisă a gelului în manichiură. Asigură control excelent, distribuție uniformă a materialului și o aplicare ușoară, fiind ideală pentru construcții și finisaje profesionale.;Staleks
;3010;Staleks PILA 100/150;Materiale de unica folosinta;20;Instrument profesional pentru modelarea şi finisarea unghiilor, disponibil în diverse tipuri.;Staleks
;T1973;Staleks PILA 100/180;Materiale de unica folosinta;20;Instrument profesional pentru modelarea şi finisarea unghiilor, disponibil în diverse tipuri.;Staleks
;T1974;Staleks PILA 150/150;Materiale de unica folosinta;20;Instrument profesional pentru modelarea şi finisarea unghiilor, disponibil în diverse tipuri.;Staleks
;T1975;Staleks PILA 180/240;Materiale de unica folosinta;20;Instrument profesional pentru modelarea şi finisarea unghiilor, disponibil în diverse tipuri.;Staleks
;T1879;Staleks Podo Disc L;PEDICHIURA;210;Staleks Podo Disc L este un suport profesional de tip disc pentru freza electrică, utilizat în pedichiură pentru îndepărtarea calozităților și netezirea pielii îngroșate. Oferă o suprafață de lucru stabilă și eficientă, asigurând precizie, siguranță și rezultate uniforme în tratamentele podologice și de pedichiură profesională.;Staleks
;T1880;Staleks Podo Disc M;PEDICHIURA;180;Staleks Podo Disc M este un suport profesional de tip disc pentru freza electrică, utilizat în pedichiură pentru îndepărtarea eficientă a pielii îngroșate și netezirea suprafeței tălpii. Oferă precizie, stabilitate și control excelent, fiind ideal pentru tratamente sigure și uniforme în pedichiura profesională.;Staleks
;T1881;Staleks Podo Disc S;PEDICHIURA;145;Staleks Podo Disc S este un suport profesional de tip disc pentru freza electrică, utilizat în pedichiură pentru lucrări fine de îndepărtare a pielii îngroșate și finisare delicată. Datorită dimensiunii mici, oferă precizie maximă, control excelent și siguranță în zonele sensibile ale tălpii.;Staleks
;T1882;Staleks Podo Files L 100grit;PEDICHIURA;65;Setul Staleks Pro Pododisc L include 50 de rezerve de pile de unică folosință, cu bază adezivă, concepute pentru fixare sigură pe discul de pedichiură. Asigură un nivel ridicat de igienă în timpul lucrului și permit o utilizare eficientă, rapidă și precisă în procedurile profesionale de pedichiură.;Staleks
;T1883;Staleks Podo Files L 180grit;PEDICHIURA;65;Setul Staleks Pro Pododisc L include 50 de rezerve de pile de unică folosință, cu bază adezivă, concepute pentru fixare sigură pe discul de pedichiură. Asigură un nivel ridicat de igienă în timpul lucrului și permit o utilizare eficientă, rapidă și precisă în procedurile profesionale de pedichiură.;Staleks
;T1884;Staleks Podo Files L 240grit;PEDICHIURA;65;Setul Staleks Pro Pododisc L include 50 de rezerve de pile de unică folosință, cu bază adezivă, concepute pentru fixare sigură pe discul de pedichiură. Asigură un nivel ridicat de igienă în timpul lucrului și permit o utilizare eficientă, rapidă și precisă în procedurile profesionale de pedichiură.;Staleks
;T1885;Staleks Podo Files L 80grit;PEDICHIURA;65;Setul Staleks Pro Pododisc L include 50 de rezerve de pile de unică folosință, cu bază adezivă, concepute pentru fixare sigură pe discul de pedichiură. Asigură un nivel ridicat de igienă în timpul lucrului și permit o utilizare eficientă, rapidă și precisă în procedurile profesionale de pedichiură.;Staleks
;T1886;Staleks Podo Files M 100grit;PEDICHIURA;55;Setul Staleks Pro Pododisc M include 50 de rezerve de pile de unică folosință, cu strat adeziv, concepute pentru fixare sigură pe discul de pedichiură. Asigură igienă ridicată în timpul lucrului și permite o utilizare eficientă, precisă și rapidă în procedurile profesionale de pedichiură.;Staleks
